label,H,S,V,dissimilarity,correlation,contrast
1,76.57328703703703,119.0131462191358,160.60105902777778,9.396915306915304,0.9247373216903589,430.7655594405593
1,52.36808063271605,107.64100887345678,142.6689949845679,8.39388111888112,0.9554207300761989,263.53745143745147
1,76.5720736882716,119.02474922839507,160.60314043209877,9.397082362082363,0.9247368677118796,430.77541958041957
1,52.354681712962964,107.65367283950617,142.67135802469136,8.394158896658897,0.9554194332589037,263.5477797202797
1,67.05713348765433,112.93315972222223,143.580106095679,8.306274281274282,0.9424902846561506,307.771351981352
1,67.05179012345678,112.93240547839507,143.57818094135803,8.305448717948718,0.9424917504793938,307.7765675990676
1,62.58298611111111,143.2772588734568,145.596143904321,6.7614898989898995,0.9526338995431415,234.01735625485628
1,62.59752893518519,143.26594328703703,145.59203125,6.761278166278166,0.952632149617134,234.0258741258741
1,72.52354552469136,109.84130594135803,165.4749363425926,7.8233100233100235,0.9640735937188832,304.7998951048951
1,64.65271412037038,153.1862422839506,152.1678086419753,9.216233488733486,0.9318442710307353,301.9948581973581
1,59.95884066358025,153.48486111111112,146.59437692901236,12.247420357420356,0.9052064956703765,387.18547008547
1,49.79049961419753,149.02661265432099,120.66572916666667,8.22548174048174,0.9602414566481184,261.14250971250965
1,31.087336033950617,126.75441358024692,174.95681327160494,13.32306526806527,0.8485118516109803,486.50985625485623
1,59.960702160493824,153.47679205246914,146.59561535493827,12.247282439782436,0.9052108241710539,387.16506410256403
1,68.28902970679012,153.13679205246913,142.47513695987655,8.879213286713288,0.9360832632726267,251.62868492618495
1,68.29250771604939,153.1485725308642,142.47668016975308,8.879957264957262,0.9360769216660578,251.65710178710174
1,66.00512924382716,168.87959104938273,117.97641589506173,11.143222610722614,0.9282171871888651,372.5673640248641
1,66.01083526234568,168.8885185185185,117.97805941358024,11.143218725718725,0.9282128874945229,372.5968512043511
1,72.25841820987654,155.2113850308642,113.08138695987654,10.016888111888111,0.9538028867873198,306.1486946386947
1,72.26529899691359,155.19413773148148,113.08157214506173,10.016451048951048,0.9538067041669612,306.1290811965812
1,65.18385609567902,164.02382716049382,128.99551311728396,10.096386946386946,0.9405913506467849,294.8008275058275
1,67.35901813271605,141.00978202160493,122.21567708333333,8.962668997668997,0.9479584949782517,303.4356177156177
1,63.16222800925926,131.0030825617284,142.76930169753086,9.456717171717171,0.9280816537182855,373.05484071484074
1,31.091840277777777,126.75088155864198,174.9556211419753,13.323554778554778,0.8485116105874001,486.5182711732712
1,67.36039158950618,140.99811728395062,122.21342785493827,8.963088578088579,0.9479595718368758,303.43080808080805
1,66.10514467592593,146.53717978395062,125.16683063271606,10.498374125874129,0.9333483813827566,398.4035528360529
1,66.10459104938272,146.5333236882716,125.16517939814815,10.498344988344988,0.933345184056937,398.4230924630925
1,66.9118287037037,122.67471257716049,123.81065393518519,10.330569153069153,0.9299257458874917,382.9043997668997
1,66.90275077160494,122.68592399691359,123.81170331790123,10.330555555555557,0.9299251702760203,382.8949805749806
1,50.76650655864198,141.1913638117284,112.15500771604938,8.484786324786324,0.9429106228950603,320.83081196581196
1,50.77551890432099,141.1690798611111,112.15360725308642,8.48559052059052,0.9429099315746925,320.8378243978244
1,60.48480902777778,103.7427237654321,159.94514081790123,11.252247474747476,0.923331455890822,429.7779895104895
1,60.45773919753086,103.74405285493827,159.94274691358024,11.252799145299145,0.9233276825020017,429.8074222999223
1,63.157546296296296,130.99792052469135,142.77029706790123,9.455975135975137,0.9280862165335623,373.0229098679099
1,49.74632716049383,149.01522183641976,120.66452160493827,8.225804195804194,0.9602401686473419,261.1513209013209
1,33.82546103395062,149.26901041666667,130.81615547839507,8.86455710955711,0.9296647124346066,245.3455788655789
1,33.81770640432099,149.25223572530865,130.81104938271605,8.864054001553999,0.9296667059636377,245.33528166278168
1,47.804780092592594,147.6991550925926,138.39658179012346,8.253040015540016,0.9350169191482846,247.36157536907538
1,47.827515432098764,147.70455825617285,138.40016975308643,8.253818958818957,0.9350108886564412,247.39047785547783
1,63.78144097222222,166.71438078703704,150.164893904321,10.615963480963483,0.9163413368003291,331.26061383061386
