label,R,G,B,dissimilarity,correlation,contrast
1,134.95812671467763,155.80334619341565,134.38632630315502,6.2912919896640815,0.9601481004285378,178.21713867355726
1,137.0116546639232,158.14772633744855,131.41087620027434,5.677229974160206,0.9620457436495566,174.90192075796728
1,129.5236488340192,153.08016117969822,133.1493998628258,4.289087855297158,0.9713026836542689,150.2978682170543
1,129.5236488340192,153.08016117969822,133.1493998628258,4.289087855297158,0.9713026836542689,150.2978682170543
1,130.49748885459533,152.97384516460906,138.79595078875172,5.5475047372954345,0.9686656688233053,167.49338415159346
1,130.49748885459533,152.97384516460906,138.79595078875172,5.5475047372954345,0.9686656688233053,167.49338415159346
1,123.11329046639231,139.09308470507546,133.30785322359395,5.217571920757966,0.9750709779188235,156.07437639965548
1,141.5323353909465,160.95405521262003,129.99558470507546,4.306436692506461,0.9666850376437176,96.46810766580535
1,141.5323353909465,160.95405521262003,129.99558470507546,4.306436692506461,0.9666850376437176,96.46810766580535
1,122.9047633744856,144.19894290123457,123.16580161179698,7.500267872523687,0.9536076450615545,248.76294315245482
1,134.95812671467763,155.80334619341565,134.38632630315502,6.2912919896640815,0.9601481004285378,178.21713867355726
1,122.9047633744856,144.19894290123457,123.16580161179698,7.500267872523687,0.9536076450615545,248.76294315245482
1,132.38135373799724,153.02436042524005,134.24353137860084,5.426239448751078,0.9652713679745263,156.57774849267875
1,132.38135373799724,153.02436042524005,134.24353137860084,5.426239448751078,0.9652713679745263,156.57774849267875
1,125.75729852537722,146.42297067901234,130.29763203017833,5.996293712316968,0.9667701585239217,168.18190267011195
1,125.75729852537722,146.42297067901234,130.29763203017833,5.996293712316968,0.9667701585239217,168.18190267011195
1,141.9447033607682,158.8803163580247,145.48244770233197,4.880482342807924,0.9790967915087055,152.0950301464255
1,123.15765089163237,152.3475600137174,130.8148268175583,7.01395262704565,0.9564995567261307,256.6873100775194
1,123.15765089163237,152.3475600137174,130.8148268175583,7.01395262704565,0.9564995567261307,256.6873100775194
1,127.61518175582991,151.09900548696845,134.17556755829904,6.656537467700258,0.9564656033616175,242.50427045650304
1,166.04325703017832,182.92507973251028,163.9495010288066,5.528834625322999,0.9722291868715139,179.87236089577954
1,127.61518175582991,151.09900548696845,134.17556755829904,6.656537467700258,0.9564656033616175,242.50427045650304
1,135.50005829903978,158.32834104938271,146.27695130315502,5.750017226528855,0.9610758893157504,183.35369681309217
1,135.50005829903978,158.32834104938271,146.27695130315502,5.750017226528855,0.9610758893157504,183.35369681309217
1,138.77780092592593,163.9369761659808,145.0032896090535,5.2428380706287685,0.9649471287133337,143.56810594315246
1,138.77780092592593,163.9369761659808,145.0032896090535,5.2428380706287685,0.9649471287133337,143.56810594315246
1,134.9918038408779,157.4947599451303,144.52222650891633,5.592767441860466,0.9610939078448094,198.4447881136951
1,134.9918038408779,157.4947599451303,144.52222650891633,5.592767441860466,0.9610939078448094,198.4447881136951
1,135.4928806584362,159.0032973251029,136.38818501371742,6.292434108527133,0.9541200988351922,202.3663652024117
1,135.4928806584362,159.0032973251029,136.38818501371742,6.292434108527133,0.9541200988351922,202.3663652024117
1,166.04325703017832,182.92507973251028,163.9495010288066,5.528834625322999,0.9722291868715139,179.87236089577954
1,135.61827160493826,151.13521347736625,125.39607167352538,5.060664082687338,0.9689550997622931,127.68421791559
1,119.11251457475994,141.2478120713306,128.50416066529493,6.549418604651162,0.9665521734347502,210.59518432385875
1,119.11251457475994,141.2478120713306,128.50416066529493,6.549418604651162,0.9665521734347502,210.59518432385875
1,117.6451225994513,133.22875171467763,116.6149151234568,4.710543496985359,0.9682025436648379,104.05808354866495
1,117.6451225994513,133.22875171467763,116.6149151234568,4.710543496985359,0.9682025436648379,104.05808354866495
1,143.21795781893005,164.35412808641976,151.89379458161866,5.079416020671836,0.9545400099815518,186.33214470284236
1,143.21795781893005,164.35412808641976,151.89379458161866,5.079416020671836,0.9545400099815518,186.33214470284236
1,135.94821073388204,157.54388803155007,136.37280349794239,5.383669250645995,0.9601173354799221,135.80987769164514
1,135.94821073388204,157.54388803155007,136.37280349794239,5.383669250645995,0.9601173354799221,135.80987769164514
2,136.58908093278464,145.4077914951989,115.1403420781893,5.728038759689922,0.9729961766539408,172.89895004306632
2,136.96899862825788,154.80966735253773,126.77809413580248,7.174788975021532,0.9460038374635332,277.7761567614125
2,136.96899862825788,154.80966735253773,126.77809413580248,7.174788975021532,0.9460038374635332,277.7761567614125
2,140.4038803155007,146.52720164609053,100.61210819615913,6.481287683031869,0.9490744186824345,181.86460895779504
2,140.4038803155007,146.52720164609053,100.61210819615913,6.481287683031869,0.9490744186824345,181.86460895779504
2,135.16697359396434,149.00575445816187,103.49047410836762,6.378870801033593,0.9533375935144636,178.31143238587427
2,135.16697359396434,149.00575445816187,103.49047410836762,6.378870801033593,0.9533375935144636,178.31143238587427
2,118.00633916323731,150.4483650548697,124.60765432098765,8.148524547803614,0.9449623715058291,247.0560594315245
2,114.71578360768176,137.02264574759946,131.37329989711935,7.018613264427219,0.9570206005628107,190.73867355727825
2,136.58908093278464,145.4077914951989,115.1403420781893,5.728038759689922,0.9729961766539408,172.89895004306632
2,129.33227794924554,145.8304809670782,170.02961848422495,8.840238587424633,0.8925072369525611,426.6070172265288
2,125.2066006515775,145.1448062414266,156.97712534293552,6.75668647717485,0.9062209699346181,182.18497071490094
2,122.00500171467765,142.96590192043897,158.50312585733883,6.59987683031869,0.9483440240086229,167.3924177433247
2,129.33227794924554,145.8304809670782,170.02961848422495,8.840238587424633,0.8925072369525611,426.6070172265288
2,123.66905606995884,141.8757355967078,162.06393432784637,6.169185185185185,0.9567723487957988,121.20638070628769
2,125.16557098765432,146.4565586419753,153.60424982853223,6.09702497846684,0.9503842387818193,150.73050301464255
2,115.48944101508917,133.76600737311387,169.48482167352537,8.157941429801896,0.9177391198891753,229.87070801033593
2,129.5053798010974,144.01278635116597,165.7028549382716,7.461339362618432,0.929330692499916,269.8403970714901
2,129.5053798010974,144.01278635116597,165.7028549382716,7.461339362618432,0.929330692499916,269.8403970714901
2,126.05754801097393,140.28592764060357,166.66802554869685,8.439252368647718,0.9377809349345881,289.3138587424634
2,118.86013460219479,143.3093758573388,121.54983624828532,8.095803617571061,0.9408756970372391,282.11024289405685
2,100.84453703703704,137.06739711934156,127.02667181069958,5.551378122308356,0.9660073109444924,183.9767510766581
2,143.81965020576132,156.5849785665295,141.29863940329219,5.452784668389319,0.9750597884009893,176.05805081826014
2,118.86013460219479,143.3093758573388,121.54983624828532,8.095803617571061,0.9408756970372391,282.11024289405685
2,115.28969650205761,141.34115226337448,134.20493912894375,6.906968130921621,0.9629647335231719,208.93801894918178
2,119.50803240740741,143.07905521262003,125.24581447187929,6.189079242032729,0.9665097722832527,190.05020930232556
2,131.33979423868314,149.9340715020576,139.72523405349793,6.347602067183463,0.9573974640737773,211.1796640826873
2,120.08552640603567,139.3259122085048,126.69230195473251,5.543830318690784,0.9737217188067812,144.76837295434973
2,102.94690757887517,135.88860939643348,116.26587105624142,6.8101627906976745,0.9547714573788685,244.99832988802757
2,106.39864283264747,132.34409379286694,115.74960819615912,7.879150732127477,0.9564984060279031,232.4355848406546
2,121.85798096707819,136.90490912208506,125.20938957475994,6.105397932816538,0.9676453685265687,161.10684668389317
2,135.28014231824417,144.3096536351166,131.74777091906722,8.342037898363479,0.933731731188934,307.4734556416881
2,127.97523062414267,146.48228995198903,125.51058470507544,10.893283376399657,0.8929954047358435,432.0773695090439
2,127.86963477366255,143.9133916323731,130.5491546639232,10.561399655469428,0.8893223519839606,413.80848320413446
2,121.46331447187929,138.78682784636487,126.65973165294925,6.964807062876831,0.9611619404758426,217.12927217915592
2,123.40903635116598,147.64281121399176,119.2297719478738,9.348732988802757,0.9244758398069266,355.5774099913868
2,127.86963477366255,143.9133916323731,130.5491546639232,10.561399655469428,0.8893223519839606,413.80848320413446
2,127.4534456447188,148.45787722908094,131.91635288065842,4.764280792420327,0.9583029901710023,107.10285271317828
2,131.8827280521262,146.73747170781894,135.47388203017832,9.086302325581396,0.9276589717956536,316.9903746770026
2,131.8827280521262,146.73747170781894,135.47388203017832,9.086302325581396,0.9276589717956536,316.9903746770026
